"","sk_caracterizacao_turismo_informal","Ano","massa_salarial","Número de ocupações","Gênero","Idade","Remuneração","Instrução","Horas Trabalhadas/Semana","Contribuição à Previdência Social","co_regiao_geografica","Região","Atividade Característica do Turismo"
"144",7646,2014,3735.259769,4.6101383,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Não contribuinte",18,"Norte","Cultura e Lazer"
"145",7380,2012,4430.625013,11.5143073,"Masculino","Até 24 anos","Mais de 1/2 salário mínimo","Até 5º ano","21 a 40 horas","Não contribuinte",18,"Norte","Cultura e Lazer"
"146",7549,2012,55557.7717,30.369823,"Masculino","Até 24 anos","Mais de 1/2 salário mínimo","Superior completo","21 a 40 horas","Não contribuinte",39,"Sudeste","Cultura e Lazer"
"147",8840,2012,1972.700242,1.8098167,"Feminino","Até 24 anos","Mais de 1/2 salário mínimo","Superior completo","Até 20 horas","Contribuinte",18,"Norte","Cultura e Lazer"
"148",7860,2012,NA,3.3357248,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Superior completo","41 horas ou mais","Não contribuinte",30,"Nordeste","Cultura e Lazer"
"149",8991,2012,5687.901315,9.3571986,"Feminino","25 a 49 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Contribuinte",30,"Nordeste","Cultura e Lazer"
"150",8644,2012,7592.828391,21.9258943,"Feminino","Até 24 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Contribuinte",39,"Sudeste","Cultura e Lazer"
"151",9219,2012,85957.65441,108.1903092,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","Até 20 horas","Não contribuinte",30,"Nordeste","Cultura e Lazer"
"152",7900,2012,29852.65204,28.2064964,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Até 5º ano","21 a 40 horas","Contribuinte",30,"Nordeste","Cultura e Lazer"
"153",7673,2013,4504.774781,9.0095496,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","6º a 9º ano","21 a 40 horas","Contribuinte",30,"Nordeste","Cultura e Lazer"
"154",9542,2013,12105.1512,6.0525756,"Feminino","50 anos ou mais","Mais de 1/2 salário mínimo","6º a 9º ano","Até 20 horas","Contribuinte",39,"Sudeste","Cultura e Lazer"
"155",8835,2014,4260.885385,2.1304427,"Feminino","Até 24 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Não contribuinte",18,"Norte","Cultura e Lazer"
"156",8662,2015,112293.2213,130.781157,"Feminino","Até 24 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Não contribuinte",39,"Sudeste","Cultura e Lazer"
"157",9234,2012,35420.00125,23.2642277,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Contribuinte",30,"Nordeste","Cultura e Lazer"
"158",8653,2013,659.814716,1.3196294,"Feminino","Até 24 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Não contribuinte",18,"Norte","Cultura e Lazer"
"159",7920,2013,55624.42292,39.2932582,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Até 5º ano","21 a 40 horas","Não contribuinte",45,"Sul","Cultura e Lazer"
"160",8868,2012,8934.175257,2.9780584,"Feminino","Até 24 anos","Mais de 1/2 salário mínimo","Superior completo","41 horas ou mais","Contribuinte",55,"Centro-Oeste","Cultura e Lazer"
"161",7434,2013,4370.938329,7.027232,"Masculino","Até 24 anos","Mais de 1/2 salário mínimo","6º a 9º ano","21 a 40 horas","Contribuinte",45,"Sul","Cultura e Lazer"
"162",8224,2015,13586.92675,16.3158122,"Masculino","50 anos ou mais","Até 1/2 salário mínimo","Até 5º ano","21 a 40 horas","Não contribuinte",18,"Norte","Cultura e Lazer"
"163",9288,2014,8204.54436,7.1684158,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Não contribuinte",18,"Norte","Cultura e Lazer"
"164",9582,2013,37611.86335,37.5073249,"Feminino","50 anos ou mais","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","Até 20 horas","Não contribuinte",39,"Sudeste","Cultura e Lazer"
"165",9079,2013,NA,4.5122953,"Feminino","25 a 49 anos","Até 1/2 salário mínimo","Superior completo","41 horas ou mais","Contribuinte",30,"Nordeste","Cultura e Lazer"
"166",9170,2012,17641.61827,33.9213778,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","6º a 9º ano","Até 20 horas","Não contribuinte",30,"Nordeste","Cultura e Lazer"
"167",7744,2013,21044.18611,49.7323291,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Não contribuinte",39,"Sudeste","Cultura e Lazer"
"168",9253,2013,13434.64389,21.4473794,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Não contribuinte",18,"Norte","Cultura e Lazer"
"169",9290,2014,160009.365,95.3263148,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Não contribuinte",39,"Sudeste","Cultura e Lazer"
"170",8600,2012,NA,1.4672177,"Feminino","Até 24 anos","Até 1/2 salário mínimo","6º a 9º ano","Até 20 horas","Não contribuinte",18,"Norte","Cultura e Lazer"
"171",7859,2012,NA,1.3927396,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Superior completo","41 horas ou mais","Não contribuinte",18,"Norte","Cultura e Lazer"
"172",7535,2012,6647.911188,7.3584318,"Masculino","Até 24 anos","Mais de 1/2 salário mínimo","Superior completo","Até 20 horas","Não contribuinte",18,"Norte","Cultura e Lazer"
"173",9442,2014,5196.648283,17.3221609,"Feminino","50 anos ou mais","Até 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Não contribuinte",30,"Nordeste","Cultura e Lazer"
"174",7556,2014,19196.06226,13.711473,"Masculino","Até 24 anos","Mais de 1/2 salário mínimo","Superior completo","21 a 40 horas","Não contribuinte",30,"Nordeste","Cultura e Lazer"
"175",8056,2014,332821.9336,132.4880029,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Contribuinte",39,"Sudeste","Cultura e Lazer"
"176",9622,2013,1202.413689,2.5916434,"Feminino","50 anos ou mais","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Não contribuinte",18,"Norte","Cultura e Lazer"
"177",7630,2014,4915.563086,16.3852103,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Contribuinte",30,"Nordeste","Cultura e Lazer"
"178",7971,2014,26956.25254,24.7362854,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","6º a 9º ano","Até 20 horas","Não contribuinte",39,"Sudeste","Cultura e Lazer"
"179",9422,2013,659.814716,1.3196294,"Feminino","50 anos ou mais","Até 1/2 salário mínimo","Ensino médio e superior incompleto","Até 20 horas","Não contribuinte",18,"Norte","Cultura e Lazer"
"180",8766,2013,4196.344358,9.3705332,"Feminino","Até 24 anos","Mais de 1/2 salário mínimo","6º a 9º ano","41 horas ou mais","Não contribuinte",30,"Nordeste","Cultura e Lazer"
"181",8227,2015,45159.00875,46.1349539,"Masculino","50 anos ou mais","Até 1/2 salário mínimo","Até 5º ano","21 a 40 horas","Não contribuinte",45,"Sul","Cultura e Lazer"
"182",9088,2012,NA,1.3927396,"Feminino","25 a 49 anos","Até 1/2 salário mínimo","Superior completo","41 horas ou mais","Não contribuinte",18,"Norte","Cultura e Lazer"
"183",8000,2012,18461.66496,8.4458114,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","6º a 9º ano","41 horas ou mais","Não contribuinte",18,"Norte","Cultura e Lazer"
"184",7754,2015,1274488.482,646.273797,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Não contribuinte",39,"Sudeste","Cultura e Lazer"
"185",9243,2014,2437.785245,4.060065,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Contribuinte",18,"Norte","Cultura e Lazer"
"186",7817,2013,5234.262517,5.2342625,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Superior completo","21 a 40 horas","Contribuinte",30,"Nordeste","Cultura e Lazer"
"187",9110,2013,6987.709936,12.7745571,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","Até 5º ano","Até 20 horas","Não contribuinte",18,"Norte","Cultura e Lazer"
"188",9240,2013,232626.6481,79.3826252,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Contribuinte",39,"Sudeste","Cultura e Lazer"
"189",7743,2013,14799.27563,56.1028712,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Não contribuinte",30,"Nordeste","Cultura e Lazer"
"190",8032,2012,148390.4437,162.8753314,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","Até 20 horas","Não contribuinte",45,"Sul","Cultura e Lazer"
"191",7295,2013,318.003484,1.2720139,"Masculino","Até 24 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","Até 20 horas","Não contribuinte",18,"Norte","Cultura e Lazer"
"192",7821,2014,7952.654365,7.9526544,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Superior completo","21 a 40 horas","Contribuinte",30,"Nordeste","Cultura e Lazer"
"193",8064,2013,107924.7912,55.1591499,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Não contribuinte",18,"Norte","Cultura e Lazer"
"194",8530,2013,64044.51091,8.7388118,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","Superior completo","21 a 40 horas","Contribuinte",30,"Nordeste","Cultura e Lazer"
"195",9385,2012,88.033061,1.4672177,"Feminino","50 anos ou mais","Até 1/2 salário mínimo","Até 5º ano","21 a 40 horas","Não contribuinte",18,"Norte","Cultura e Lazer"
"196",9604,2014,1947.08492,1.9470849,"Feminino","50 anos ou mais","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Não contribuinte",18,"Norte","Cultura e Lazer"
"197",7918,2013,208443.946,213.3864435,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Até 5º ano","21 a 40 horas","Não contribuinte",30,"Nordeste","Cultura e Lazer"
"198",8405,2013,12557.93379,8.7136356,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Não contribuinte",18,"Norte","Cultura e Lazer"
"199",7364,2013,44023.98322,111.9500457,"Masculino","Até 24 anos","Mais de 1/2 salário mínimo","Até 5º ano","Até 20 horas","Não contribuinte",30,"Nordeste","Cultura e Lazer"
"200",8845,2013,12234.33658,19.9293041,"Feminino","Até 24 anos","Mais de 1/2 salário mínimo","Superior completo","Até 20 horas","Não contribuinte",30,"Nordeste","Cultura e Lazer"
"201",8034,2013,61970.2063,48.6426293,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","Até 20 horas","Não contribuinte",18,"Norte","Cultura e Lazer"
"202",7588,2015,47859.71587,41.1848476,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Até 5º ano","Até 20 horas","Não contribuinte",18,"Norte","Cultura e Lazer"
"203",8877,2013,NA,4.7972637,"Feminino","Até 24 anos","Mais de 1/2 salário mínimo","Superior completo","41 horas ou mais","Não contribuinte",55,"Centro-Oeste","Cultura e Lazer"
"204",8400,2012,12270.25956,7.3584318,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Não contribuinte",18,"Norte","Cultura e Lazer"
"205",9369,2014,4374.392577,2.9162617,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","Superior completo","41 horas ou mais","Não contribuinte",18,"Norte","Cultura e Lazer"
"206",9656,2012,7974.50853,7.071799,"Feminino","50 anos ou mais","Mais de 1/2 salário mínimo","Superior completo","21 a 40 horas","Não contribuinte",45,"Sul","Cultura e Lazer"
"207",7340,2015,105534.8162,72.4545665,"Masculino","Até 24 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Não contribuinte",30,"Nordeste","Cultura e Lazer"
"208",8242,2015,13537.90743,17.9929148,"Masculino","50 anos ou mais","Até 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Não contribuinte",18,"Norte","Cultura e Lazer"
"209",8366,2013,42325.32966,19.8841812,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","Até 5º ano","21 a 40 horas","Contribuinte",30,"Nordeste","Cultura e Lazer"
"210",8231,2012,NA,1.3852918,"Masculino","50 anos ou mais","Até 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Não contribuinte",18,"Norte","Cultura e Lazer"
"211",8424,2014,2536.622513,8.4554084,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","6º a 9º ano","Até 20 horas","Não contribuinte",30,"Nordeste","Cultura e Lazer"
"212",9361,2012,224604.6058,93.0471756,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","Superior completo","41 horas ou mais","Não contribuinte",39,"Sudeste","Cultura e Lazer"
"213",7966,2013,44572.32528,43.499974,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","6º a 9º ano","Até 20 horas","Não contribuinte",39,"Sudeste","Cultura e Lazer"
"214",8569,2012,4990.342396,23.6198748,"Feminino","Até 24 anos","Até 1/2 salário mínimo","Até 5º ano","Até 20 horas","Não contribuinte",30,"Nordeste","Cultura e Lazer"
"215",8206,2015,54928.51788,83.5428238,"Masculino","50 anos ou mais","Até 1/2 salário mínimo","Até 5º ano","Até 20 horas","Não contribuinte",30,"Nordeste","Cultura e Lazer"
"216",9157,2013,30242.45579,45.9953298,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Não contribuinte",30,"Nordeste","Cultura e Lazer"
"217",7796,2015,90820.65099,20.1823669,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Superior completo","Até 20 horas","Contribuinte",55,"Centro-Oeste","Cultura e Lazer"
"218",8447,2013,13599.78722,14.5747137,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","6º a 9º ano","41 horas ou mais","Não contribuinte",30,"Nordeste","Cultura e Lazer"
"219",7776,2013,8281.746417,48.0258627,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Não contribuinte",30,"Nordeste","Cultura e Lazer"
"220",7668,2015,27393.07476,27.1930204,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","6º a 9º ano","Até 20 horas","Não contribuinte",18,"Norte","Cultura e Lazer"
"221",8891,2014,4947.556523,32.9303878,"Feminino","25 a 49 anos","Até 1/2 salário mínimo","Até 5º ano","Até 20 horas","Não contribuinte",30,"Nordeste","Cultura e Lazer"
"222",9371,2014,268532.7286,110.6605214,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","Superior completo","41 horas ou mais","Não contribuinte",39,"Sudeste","Cultura e Lazer"
"223",7584,2014,1758.051787,3.6322302,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Até 5º ano","Até 20 horas","Não contribuinte",18,"Norte","Cultura e Lazer"
"224",8639,2015,4808.492679,11.1886701,"Feminino","Até 24 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","Até 20 horas","Não contribuinte",18,"Norte","Cultura e Lazer"
"225",8792,2012,66314.27859,22.8798421,"Feminino","Até 24 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Contribuinte",39,"Sudeste","Cultura e Lazer"
"226",8059,2012,108453.1934,57.3629979,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Não contribuinte",18,"Norte","Cultura e Lazer"
"227",9269,2013,41370.55807,21.2980337,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Contribuinte",30,"Nordeste","Cultura e Lazer"
"228",9081,2014,0,1.9470849,"Feminino","25 a 49 anos","Até 1/2 salário mínimo","Superior completo","41 horas ou mais","Contribuinte",18,"Norte","Cultura e Lazer"
"229",7249,2015,3739.93875,5.3427696,"Masculino","Até 24 anos","Até 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Não contribuinte",18,"Norte","Cultura e Lazer"
"230",8184,2013,387914.5042,57.7122565,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Superior completo","41 horas ou mais","Não contribuinte",30,"Nordeste","Cultura e Lazer"
"231",8330,2012,55805.94718,12.021233,"Masculino","50 anos ou mais","Até 1/2 salário mínimo","Superior completo","41 horas ou mais","Contribuinte",39,"Sudeste","Cultura e Lazer"
"232",8830,2013,3699.04374,2.9249518,"Feminino","Até 24 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Não contribuinte",18,"Norte","Cultura e Lazer"
"233",7499,2012,15215.10696,19.6473109,"Masculino","Até 24 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Não contribuinte",18,"Norte","Cultura e Lazer"
"234",9154,2012,16542.15236,22.4729885,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Não contribuinte",45,"Sul","Cultura e Lazer"
"235",9033,2014,7369.148885,7.3605049,"Feminino","25 a 49 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Não contribuinte",18,"Norte","Cultura e Lazer"
"236",9202,2013,2368.648939,4.3066344,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","6º a 9º ano","41 horas ou mais","Não contribuinte",55,"Centro-Oeste","Cultura e Lazer"
"237",8690,2013,33439.11617,73.1743883,"Feminino","Até 24 anos","Mais de 1/2 salário mínimo","Até 5º ano","Até 20 horas","Não contribuinte",30,"Nordeste","Cultura e Lazer"
"238",8770,2014,5004.550546,7.381343,"Feminino","Até 24 anos","Mais de 1/2 salário mínimo","6º a 9º ano","41 horas ou mais","Não contribuinte",30,"Nordeste","Cultura e Lazer"
"239",8230,2015,31233.33533,15.6166677,"Masculino","50 anos ou mais","Até 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Contribuinte",30,"Nordeste","Cultura e Lazer"
"240",7590,2015,424192.8199,210.1143159,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Até 5º ano","Até 20 horas","Não contribuinte",39,"Sudeste","Cultura e Lazer"
"241",8642,2015,75523.19985,155.3945753,"Feminino","Até 24 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","Até 20 horas","Não contribuinte",45,"Sul","Cultura e Lazer"
"242",7984,2013,9335.596054,10.9800501,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","6º a 9º ano","21 a 40 horas","Não contribuinte",45,"Sul","Cultura e Lazer"
"243",8699,2013,9694.774556,2.7699356,"Feminino","Até 24 anos","Mais de 1/2 salário mínimo","Até 5º ano","21 a 40 horas","Contribuinte",39,"Sudeste","Cultura e Lazer"
